Date,Time,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Hour,DayOfWeek,Month,CO(GT)_lag1,CO(GT)_lag24,NMHC(GT)_lag1,NMHC(GT)_lag24,C6H6(GT)_lag1,C6H6(GT)_lag24,NOx(GT)_lag1,NOx(GT)_lag24,NO2(GT)_lag1,NO2(GT)_lag24
2004-03-13,23:00:00,2.6,116.0,10.9,172.0,130.0,14.7,49.3,0.8193,23.0,5.0,3.0,3.1,5.4,180.0,367.0,13.1,21.8,214.0,300.0,143.0,134.0
2004-03-14,0:00:00,2.9,93.0,11.0,190.0,129.0,13.9,53.6,0.8498,0.0,6.0,3.0,2.6,2.7,116.0,122.0,10.9,9.6,172.0,193.0,130.0,113.0
2004-03-14,1:00:00,2.8,131.0,11.9,174.0,119.0,14.6,51.5,0.8536,1.0,6.0,3.0,2.9,1.9,93.0,67.0,11.0,7.4,190.0,139.0,129.0,97.0
2004-03-14,2:00:00,2.5,92.0,8.6,128.0,104.0,12.5,58.9,0.8537,2.0,6.0,3.0,2.8,1.6,131.0,43.0,11.9,5.4,174.0,83.0,119.0,82.0
2004-03-14,3:00:00,2.4,132.0,9.7,99.0,93.0,11.6,63.4,0.8674,3.0,6.0,3.0,2.5,1.7,92.0,46.0,8.6,5.4,128.0,96.0,104.0,82.5
2004-03-14,4:00:00,1.7999999999999998,56.0,5.2,70.0,82.0,12.1,61.1,0.8603,4.0,6.0,3.0,2.4,1.35,132.0,56.0,9.7,6.2,99.0,109.0,93.0,83.0
2004-03-14,5:00:00,1.2,32.0,3.7,53.0,70.0,11.5,63.1,0.8533,5.0,6.0,3.0,1.7999999999999998,1.0,56.0,30.0,5.2,2.6,70.0,62.0,82.0,65.0
2004-03-14,6:00:00,1.0,29.0,2.5,44.0,63.0,11.6,62.2,0.8473,6.0,6.0,3.0,1.2,1.2,32.0,27.0,3.7,2.9,53.0,53.0,70.0,60.0
2004-03-14,7:00:00,0.9,27.0,2.4,74.0,67.0,10.4,67.6,0.853,7.0,6.0,3.0,1.0,1.5,29.0,47.0,2.5,5.1,44.0,139.0,63.0,77.0
2004-03-14,8:00:00,1.4,36.0,4.2,101.0,84.0,11.6,62.7,0.853,8.0,6.0,3.0,0.9,2.7,27.0,132.0,2.4,11.8,74.0,256.0,67.0,96.0
2004-03-14,9:00:00,1.6,57.0,6.4,118.0,83.0,12.4,60.0,0.8627,9.0,6.0,3.0,1.4,3.7,36.0,239.0,4.2,15.1,101.0,295.0,84.0,119.0
2004-03-14,10:00:00,2.2,129.0,8.6,144.0,98.0,14.5,53.1,0.8728,10.0,6.0,3.0,1.6,3.2,57.0,160.0,6.4,12.9,118.0,250.0,83.0,126.0
2004-03-14,11:00:00,2.8,148.0,10.9,176.0,114.0,16.9,46.1,0.8789,11.0,6.0,3.0,2.2,4.1,129.0,283.0,8.6,16.1,144.0,296.0,98.0,158.0
2004-03-14,12:00:00,2.8,145.0,10.7,161.0,119.0,19.3,38.3,0.8474,12.0,6.0,3.0,2.8,3.6,148.0,210.0,10.9,14.0,176.0,239.0,114.0,161.0
2004-03-14,13:00:00,2.0,93.0,7.5,113.0,104.0,21.2,31.4,0.7812,13.0,6.0,3.0,2.8,2.8,145.0,154.0,10.7,12.3,161.0,153.0,119.0,124.0
2004-03-14,14:00:00,1.8,84.0,7.5,103.0,102.0,21.4,30.2,0.7616,14.0,6.0,3.0,2.0,2.0,93.0,112.0,7.5,8.6,113.0,118.0,104.0,102.0
2004-03-14,15:00:00,1.9,99.0,8.2,112.0,107.0,21.9,29.0,0.7525,15.0,6.0,3.0,1.8,2.0,84.0,108.0,7.5,9.2,103.0,119.0,102.0,116.0
2004-03-14,16:00:00,3.0,150.0,11.9,170.0,129.0,22.2,28.4,0.7516,16.0,6.0,3.0,1.9,2.5,99.0,111.0,8.2,10.2,112.0,138.0,107.0,124.0
2004-03-14,17:00:00,2.9,156.0,12.0,180.0,128.0,21.3,30.8,0.7696,17.0,6.0,3.0,3.0,2.3,150.0,97.0,11.9,10.6,170.0,148.0,129.0,125.0
2004-03-14,18:00:00,2.5,122.0,12.2,160.0,121.0,19.7,36.7,0.8307,18.0,6.0,3.0,2.9,3.2,156.0,191.0,12.0,15.5,180.0,227.0,128.0,148.0
2004-03-14,19:00:00,4.6,262.0,20.6,261.0,157.0,18.4,41.7,0.8732,19.0,6.0,3.0,2.5,4.2,122.0,258.0,12.2,19.6,160.0,277.0,121.0,165.0
2004-03-14,20:00:00,5.9,341.0,23.1,325.0,173.0,17.6,46.1,0.921,20.0,6.0,3.0,4.6,4.2,262.0,284.0,20.6,19.2,261.0,279.0,157.0,161.0
2004-03-14,21:00:00,3.4,214.0,14.7,217.0,146.0,16.7,49.6,0.932,21.0,6.0,3.0,5.9,4.2,341.0,269.0,23.1,18.3,325.0,283.0,173.0,159.0
2004-03-14,22:00:00,2.1,100.0,9.0,146.0,121.0,16.3,51.0,0.9341,22.0,6.0,3.0,3.4,3.1,214.0,180.0,14.7,13.1,217.0,214.0,146.0,143.0
2004-03-14,23:00:00,2.2,79.0,8.8,152.0,119.0,14.7,55.9,0.9314,23.0,6.0,3.0,2.1,2.6,100.0,116.0,9.0,10.9,146.0,172.0,121.0,130.0
2004-03-15,0:00:00,1.8,66.0,7.4,104.0,99.0,14.8,54.7,0.9164,0.0,0.0,3.0,2.2,2.9,79.0,93.0,8.8,11.0,152.0,190.0,119.0,129.0
2004-03-15,1:00:00,1.8,73.0,6.9,106.0,93.0,14.0,57.0,0.9094,1.0,0.0,3.0,1.8,2.8,66.0,131.0,7.4,11.9,104.0,174.0,99.0,119.0
2004-03-15,2:00:00,1.8,66.0,7.0,108.0,88.0,13.4,61.3,0.9361,2.0,0.0,3.0,1.8,2.5,73.0,92.0,6.9,8.6,106.0,128.0,93.0,104.0
2004-03-15,3:00:00,1.1,44.0,4.4,87.0,79.5,12.6,63.5,0.923,3.0,0.0,3.0,1.8,2.4,66.0,132.0,7.0,9.7,108.0,99.0,88.0,93.0
2004-03-15,4:00:00,1.05,44.0,4.0,66.0,71.0,12.3,65.4,0.9351,4.0,0.0,3.0,1.1,1.7999999999999998,44.0,56.0,4.4,5.2,87.0,70.0,79.5,82.0
2004-03-15,5:00:00,1.0,39.0,3.9,88.0,74.0,11.9,67.4,0.9375,5.0,0.0,3.0,1.05,1.2,44.0,32.0,4.0,3.7,66.0,53.0,71.0,70.0
2004-03-15,6:00:00,1.4,51.0,6.4,138.0,80.0,11.4,70.5,0.9475,6.0,0.0,3.0,1.0,1.0,39.0,29.0,3.9,2.5,88.0,44.0,74.0,63.0
2004-03-15,7:00:00,2.2,107.0,9.7,228.0,89.0,11.3,70.2,0.9401,7.0,0.0,3.0,1.4,0.9,51.0,27.0,6.4,2.4,138.0,74.0,80.0,67.0
2004-03-15,8:00:00,5.5,336.0,25.9,360.0,114.0,12.4,63.9,0.917,8.0,0.0,3.0,2.2,1.4,107.0,36.0,9.7,4.2,228.0,101.0,89.0,84.0
2004-03-15,9:00:00,8.1,618.0,36.7,478.0,149.0,14.8,54.3,0.9076,9.0,0.0,3.0,5.5,1.6,336.0,57.0,25.9,6.4,360.0,118.0,114.0,83.0
2004-03-15,10:00:00,5.8,438.0,26.6,394.0,157.0,17.4,45.6,0.8993,10.0,0.0,3.0,8.1,2.2,618.0,129.0,36.7,8.6,478.0,144.0,149.0,98.0
2004-03-15,11:00:00,4.2,334.0,20.1,319.0,155.0,19.8,38.5,0.8801,11.0,0.0,3.0,5.8,2.8,438.0,148.0,26.6,10.9,394.0,176.0,157.0,114.0
2004-03-15,12:00:00,3.1,221.0,14.1,201.0,134.0,22.0,34.1,0.8904,12.0,0.0,3.0,4.2,2.8,334.0,145.0,20.1,10.7,319.0,161.0,155.0,119.0
2004-03-15,13:00:00,2.9,207.0,14.9,171.0,119.0,23.3,32.2,0.9096,13.0,0.0,3.0,3.1,2.0,221.0,93.0,14.1,7.5,201.0,113.0,134.0,104.0
2004-03-15,14:00:00,2.9,191.0,15.4,159.0,111.0,23.9,30.0,0.8757,14.0,0.0,3.0,2.9,1.8,207.0,84.0,14.9,7.5,171.0,103.0,119.0,102.0
2004-03-15,15:00:00,2.5,185.0,12.1,153.0,104.0,24.4,28.9,0.8736,15.0,0.0,3.0,2.9,1.9,191.0,99.0,15.4,8.2,159.0,112.0,111.0,107.0
2004-03-15,16:00:00,2.3,141.0,11.5,143.0,99.0,24.4,29.4,0.8848,16.0,0.0,3.0,2.5,3.0,185.0,150.0,12.1,11.9,153.0,170.0,104.0,129.0
2004-03-15,17:00:00,2.8,214.0,14.8,156.0,110.0,23.8,31.3,0.9137,17.0,0.0,3.0,2.3,2.9,141.0,156.0,11.5,12.0,143.0,180.0,99.0,128.0
2004-03-15,18:00:00,6.1,471.0,32.1,314.0,162.0,22.5,35.4,0.9547,18.0,0.0,3.0,2.8,2.5,214.0,122.0,14.8,12.2,156.0,160.0,110.0,121.0
2004-03-15,19:00:00,8.0,685.0,39.2,404.0,187.0,20.4,42.5,1.0086,19.0,0.0,3.0,6.1,4.6,471.0,262.0,32.1,20.6,314.0,261.0,162.0,157.0
2004-03-15,20:00:00,6.5,538.0,31.0,320.0,165.0,18.3,52.6,1.0945,20.0,0.0,3.0,8.0,5.9,685.0,341.0,39.2,23.1,404.0,325.0,187.0,173.0
2004-03-15,21:00:00,4.2,319.0,19.9,256.0,145.0,16.7,57.4,1.0786,21.0,0.0,3.0,6.5,3.4,538.0,214.0,31.0,14.7,320.0,217.0,165.0,146.0
2004-03-15,22:00:00,3.2,224.0,15.3,193.0,125.0,15.7,60.2,1.0654,22.0,0.0,3.0,4.2,2.1,319.0,100.0,19.9,9.0,256.0,146.0,145.0,121.0
2004-03-15,23:00:00,1.4,67.0,6.9,89.0,101.0,15.3,61.4,1.058,23.0,0.0,3.0,3.2,2.2,224.0,79.0,15.3,8.8,193.0,152.0,125.0,119.0
2004-03-16,0:00:00,2.1,155.0,11.1,127.0,103.0,14.1,65.7,1.0494,0.0,1.0,3.0,1.4,1.8,67.0,66.0,6.9,7.4,89.0,104.0,101.0,99.0
2004-03-16,1:00:00,1.2,49.0,5.4,79.0,88.0,14.8,60.6,1.0148,1.0,1.0,3.0,2.1,1.8,155.0,73.0,11.1,6.9,127.0,106.0,103.0,93.0
2004-03-16,2:00:00,0.8,29.0,2.8,43.0,61.0,14.8,59.2,0.9879,2.0,1.0,3.0,1.2,1.8,49.0,66.0,5.4,7.0,79.0,108.0,88.0,88.0
2004-03-16,3:00:00,0.7,25.0,2.3,51.0,60.0,13.6,62.1,0.9636,3.0,1.0,3.0,0.8,1.1,29.0,44.0,2.8,4.4,43.0,87.0,61.0,79.5
2004-03-16,4:00:00,0.6499999999999999,25.0,2.6,59.0,59.0,12.3,66.2,0.945,4.0,1.0,3.0,0.7,1.05,25.0,44.0,2.3,4.0,51.0,66.0,60.0,71.0
2004-03-16,5:00:00,0.6,17.0,2.0,38.0,52.0,12.8,63.2,0.9283,5.0,1.0,3.0,0.6499999999999999,1.0,25.0,39.0,2.6,3.9,59.0,88.0,59.0,74.0
2004-03-16,6:00:00,0.9,27.0,3.5,82.0,64.0,11.2,68.5,0.9081,6.0,1.0,3.0,0.6,1.4,17.0,51.0,2.0,6.4,38.0,138.0,52.0,80.0
2004-03-16,7:00:00,1.3,50.0,5.1,99.0,70.0,11.0,66.5,0.8705,7.0,1.0,3.0,0.9,2.2,27.0,107.0,3.5,9.7,82.0,228.0,64.0,89.0
2004-03-16,8:00:00,3.4,218.0,16.2,263.0,97.0,11.7,63.7,0.8719,8.0,1.0,3.0,1.3,5.5,50.0,336.0,5.1,25.9,99.0,360.0,70.0,114.0
2004-03-16,9:00:00,3.7,285.0,19.7,229.0,95.0,13.6,56.3,0.8743,9.0,1.0,3.0,3.4,8.1,218.0,618.0,16.2,36.7,263.0,478.0,97.0,149.0
2004-03-16,10:00:00,5.3,437.0,25.1,396.0,150.0,17.8,42.9,0.8672,10.0,1.0,3.0,3.7,5.8,285.0,438.0,19.7,26.6,229.0,394.0,95.0,157.0
2004-03-16,11:00:00,4.1,327.0,20.0,314.0,162.0,21.4,33.3,0.8417,11.0,1.0,3.0,5.3,4.2,437.0,334.0,25.1,20.1,396.0,319.0,150.0,155.0
2004-03-16,12:00:00,3.3,283.0,18.3,217.0,154.0,24.4,27.4,0.8231,12.0,1.0,3.0,4.1,3.1,327.0,221.0,20.0,14.1,314.0,201.0,162.0,134.0
2004-03-16,13:00:00,4.0,366.0,22.3,252.0,161.0,25.3,26.1,0.8264,13.0,1.0,3.0,3.3,2.9,283.0,207.0,18.3,14.9,217.0,171.0,154.0,119.0
2004-03-16,14:00:00,3.8,318.0,20.4,263.0,161.0,25.8,23.2,0.7589,14.0,1.0,3.0,4.0,2.9,366.0,191.0,22.3,15.4,252.0,159.0,161.0,111.0
2004-03-16,15:00:00,2.8,228.0,14.6,180.0,128.0,27.0,20.2,0.7094,15.0,1.0,3.0,3.8,2.5,318.0,185.0,20.4,12.1,263.0,153.0,161.0,104.0
2004-03-16,16:00:00,2.9,201.0,16.6,184.0,129.0,28.2,18.6,0.7014,16.0,1.0,3.0,2.8,2.3,228.0,141.0,14.6,11.5,180.0,143.0,128.0,99.0
2004-03-16,17:00:00,2.9,199.0,15.8,190.0,133.0,28.0,19.1,0.7098,17.0,1.0,3.0,2.9,2.8,201.0,214.0,16.6,14.8,184.0,156.0,129.0,110.0
2004-03-16,18:00:00,3.4,237.0,17.8,184.0,139.0,23.9,25.7,0.7519,18.0,1.0,3.0,2.9,6.1,199.0,471.0,15.8,32.1,190.0,314.0,133.0,162.0
2004-03-16,19:00:00,3.9,261.0,19.1,181.0,137.0,21.3,34.8,0.873,19.0,1.0,3.0,3.4,8.0,237.0,685.0,17.8,39.2,184.0,404.0,139.0,187.0
2004-03-16,20:00:00,3.2,230.0,15.8,166.0,143.0,20.4,36.7,0.8704,20.0,1.0,3.0,3.9,6.5,261.0,538.0,19.1,31.0,181.0,320.0,137.0,165.0
2004-03-16,21:00:00,5.1,349.0,24.9,317.0,177.0,19.0,41.3,0.9007,21.0,1.0,3.0,3.2,4.2,230.0,319.0,15.8,19.9,166.0,256.0,143.0,145.0
2004-03-16,22:00:00,2.6,183.0,13.5,184.0,138.0,17.9,45.9,0.9342,22.0,1.0,3.0,5.1,3.2,349.0,224.0,24.9,15.3,317.0,193.0,177.0,125.0
2004-03-16,23:00:00,1.7,88.0,9.1,130.0,117.0,16.7,48.9,0.9226,23.0,1.0,3.0,2.6,1.4,183.0,67.0,13.5,6.9,184.0,89.0,138.0,101.0
2004-03-17,0:00:00,1.7,85.0,8.6,132.0,107.0,15.5,52.9,0.9271,0.0,2.0,3.0,1.7,2.1,88.0,155.0,9.1,11.1,130.0,127.0,117.0,103.0
2004-03-17,1:00:00,1.2,47.0,5.4,95.0,90.0,15.5,51.9,0.9059,1.0,2.0,3.0,1.7,1.2,85.0,49.0,8.6,5.4,132.0,79.0,107.0,88.0
2004-03-17,2:00:00,0.9,34.0,4.1,70.0,79.0,14.1,55.6,0.891,2.0,2.0,3.0,1.2,0.8,47.0,29.0,5.4,2.8,95.0,43.0,90.0,61.0
2004-03-17,3:00:00,0.7,26.0,2.6,62.0,69.5,13.1,57.9,0.8666,3.0,2.0,3.0,0.9,0.7,34.0,25.0,4.1,2.3,70.0,51.0,79.0,60.0
2004-03-17,4:00:00,0.6,17.0,1.9,54.0,60.0,12.7,57.9,0.8447,4.0,2.0,3.0,0.7,0.6499999999999999,26.0,25.0,2.6,2.6,62.0,59.0,69.5,59.0
2004-03-17,5:00:00,0.5,11.0,1.6,28.0,40.0,11.8,58.0,0.8026,5.0,2.0,3.0,0.6,0.6,17.0,17.0,1.9,2.0,54.0,38.0,60.0,52.0
2004-03-17,6:00:00,0.5,18.0,1.9,46.0,53.0,11.9,57.4,0.7978,6.0,2.0,3.0,0.5,0.9,11.0,27.0,1.6,3.5,28.0,82.0,40.0,64.0
2004-03-17,7:00:00,1.6,84.0,7.5,160.0,84.0,9.9,65.2,0.7956,7.0,2.0,3.0,0.5,1.3,18.0,50.0,1.9,5.1,46.0,99.0,53.0,70.0
2004-03-17,8:00:00,4.1,260.0,21.4,320.0,108.0,11.1,60.2,0.7958,8.0,2.0,3.0,1.6,3.4,84.0,218.0,7.5,16.2,160.0,263.0,84.0,97.0
2004-03-17,9:00:00,6.6,534.0,36.4,377.0,127.0,14.1,50.0,0.802,9.0,2.0,3.0,4.1,3.7,260.0,285.0,21.4,19.7,320.0,229.0,108.0,95.0
2004-03-17,10:00:00,4.3,368.0,21.3,280.0,134.0,17.7,40.1,0.8048,10.0,2.0,3.0,6.6,5.3,534.0,437.0,36.4,25.1,377.0,396.0,127.0,150.0
2004-03-17,11:00:00,2.9,200.0,15.4,221.0,135.0,21.1,33.4,0.8265,11.0,2.0,3.0,4.3,4.1,368.0,327.0,21.3,20.0,280.0,314.0,134.0,162.0
